donor_id,donation_type,available_quantity,location_donor,Trust_Score,availability
1333,علاج,10,أسوان,49,خلال أسبوع
1334,أكل,13,بورسعيد,77,غدا
1335,علاج,5,أسوان,99,غدا
1336,علاج,15,أسوان,85,خلال أسبوع
1337,علاج,9,الجيزة,51,غدا
1338,علاج,2,المنصورة,85,غدا
1339,علاج,13,بورسعيد,68,خلال أسبوع
1340,علاج,3,الإسكندرية,99,خلال أسبوع
1341,علاج,4,بورسعيد,65,خلال أسبوع
1342,علاج,2,المنصورة,66,غدا
1343,علاج,5,القاهرة,57,خلال أسبوع
1344,علاج,6,بورسعيد,45,اليوم
1345,علاج,9,الجيزة,47,اليوم
1346,علاج,12,الإسكندرية,74,خلال أسبوع
1347,أكل,8,الأقصر,83,خلال أسبوع
1348,لبس,3,الإسكندرية,68,غدا
1349,لبس,3,بورسعيد,79,اليوم
1350,لبس,4,بورسعيد,92,خلال أسبوع
1351,علاج,13,الإسكندرية,85,خلال أسبوع
1352,علاج,7,الإسكندرية,45,غدا
1353,أكل,3,طنطا,40,غدا
1354,أكل,5,بورسعيد,97,خلال أسبوع
1355,علاج,9,طنطا,96,خلال أسبوع
1356,لبس,4,المنصورة,44,غدا
1357,علاج,2,القاهرة,62,اليوم
1358,علاج,9,بورسعيد,44,خلال أسبوع
1359,أكل,11,أسوان,43,غدا
1360,علاج,8,المنصورة,94,اليوم
1361,علاج,8,أسوان,96,غدا
1362,لبس,9,أسوان,43,اليوم
1363,علاج,11,أسوان,78,خلال أسبوع
1364,علاج,3,طنطا,74,خلال أسبوع
1365,علاج,1,المنصورة,49,اليوم
1366,علاج,11,المنصورة,45,اليوم
1367,علاج,14,الأقصر,62,اليوم
1368,علاج,12,أسوان,76,غدا
1369,علاج,4,الجيزة,92,غدا
1370,علاج,12,المنصورة,100,خلال أسبوع
1371,لبس,8,المنصورة,52,اليوم
1372,علاج,9,أسوان,90,غدا
1373,لبس,2,المنصورة,61,اليوم
1374,لبس,2,المنصورة,99,اليوم
1375,علاج,11,طنطا,71,خلال أسبوع
1376,علاج,13,المنصورة,60,غدا
1377,لبس,1,أسوان,76,اليوم
1378,أكل,5,المنصورة,51,غدا
1379,علاج,5,طنطا,48,خلال أسبوع
1380,علاج,6,الجيزة,74,اليوم
1381,علاج,1,الأقصر,90,غدا
1382,لبس,13,أسوان,98,اليوم
1383,لبس,15,طنطا,49,اليوم
1384,لبس,11,بورسعيد,99,غدا
1385,علاج,15,الأقصر,46,غدا
1386,علاج,5,القاهرة,68,خلال أسبوع
1387,علاج,15,طنطا,76,خلال أسبوع
1388,لبس,9,أسوان,68,غدا
1389,أكل,1,طنطا,81,غدا
1390,علاج,7,الأقصر,100,اليوم
1391,علاج,4,المنصورة,74,خلال أسبوع
1392,علاج,8,القاهرة,44,اليوم
1393,علاج,15,الجيزة,67,خلال أسبوع
1394,علاج,11,القاهرة,99,غدا
1395,علاج,1,الجيزة,68,اليوم
1396,علاج,11,بورسعيد,64,غدا
1397,علاج,6,طنطا,90,خلال أسبوع
1398,علاج,15,الإسكندرية,88,اليوم
1399,علاج,3,المنصورة,100,اليوم
1400,أكل,3,أسوان,64,خلال أسبوع
1401,علاج,14,الأقصر,40,اليوم
1402,علاج,11,أسوان,90,خلال أسبوع
1403,علاج,3,الإسكندرية,51,غدا
1404,أكل,1,القاهرة,96,غدا
1405,علاج,7,القاهرة,84,اليوم
1406,لبس,2,الإسكندرية,92,خلال أسبوع
1407,علاج,4,الإسكندرية,77,خلال أسبوع
1408,علاج,15,الأقصر,79,خلال أسبوع
1409,علاج,13,المنصورة,92,اليوم
1410,أكل,7,القاهرة,41,غدا
1411,أكل,14,الأقصر,90,اليوم
1412,أكل,1,الأقصر,86,خلال أسبوع
1413,علاج,8,الأقصر,97,غدا
1414,علاج,8,الجيزة,82,خلال أسبوع
1415,علاج,9,المنصورة,67,اليوم
1416,علاج,12,المنصورة,91,غدا
1417,لبس,5,أسوان,93,خلال أسبوع
1418,أكل,9,الإسكندرية,58,خلال أسبوع
1419,لبس,2,الأقصر,50,غدا
1420,علاج,11,الجيزة,56,اليوم
1421,علاج,9,المنصورة,51,غدا
1422,لبس,11,الإسكندرية,45,خلال أسبوع
1423,علاج,12,بورسعيد,76,خلال أسبوع
1424,أكل,6,القاهرة,40,غدا
1425,علاج,14,الإسكندرية,82,خلال أسبوع
1426,علاج,5,الأقصر,99,غدا
1427,علاج,2,أسوان,93,خلال أسبوع
1428,علاج,8,طنطا,64,اليوم
1429,علاج,9,بورسعيد,76,غدا
1430,علاج,14,الأقصر,63,خلال أسبوع
1431,علاج,15,المنصورة,88,خلال أسبوع
1432,علاج,7,الإسكندرية,65,خلال أسبوع
1433,أكل,9,أسوان,48,اليوم
1434,علاج,15,أسوان,94,خلال أسبوع
1435,علاج,5,أسوان,96,غدا
1436,علاج,6,القاهرة,58,خلال أسبوع
1437,علاج,8,الإسكندرية,77,خلال أسبوع
1438,علاج,8,أسوان,59,خلال أسبوع
1439,علاج,1,طنطا,44,خلال أسبوع
1440,لبس,12,القاهرة,66,خلال أسبوع
1441,علاج,8,بورسعيد,81,خلال أسبوع
1442,لبس,1,القاهرة,64,غدا
1443,علاج,14,طنطا,52,خلال أسبوع
1444,علاج,13,الجيزة,56,اليوم
1445,أكل,9,بورسعيد,76,اليوم
1446,أكل,2,الجيزة,91,خلال أسبوع
1447,أكل,7,أسوان,56,خلال أسبوع
1448,لبس,9,المنصورة,60,غدا
1449,لبس,6,الإسكندرية,76,غدا
1450,أكل,5,بورسعيد,66,خلال أسبوع
1451,لبس,8,بورسعيد,60,اليوم
1452,علاج,4,المنصورة,85,غدا
1453,لبس,6,طنطا,67,خلال أسبوع
1454,علاج,4,أسوان,85,خلال أسبوع
1455,علاج,5,الجيزة,69,خلال أسبوع
1456,لبس,11,طنطا,97,اليوم
1457,علاج,10,الجيزة,89,خلال أسبوع
1458,لبس,14,طنطا,99,خلال أسبوع
1459,علاج,7,الإسكندرية,77,اليوم
1460,علاج,5,الإسكندرية,67,خلال أسبوع
1461,علاج,10,المنصورة,52,خلال أسبوع
1462,علاج,14,القاهرة,45,اليوم
1463,علاج,14,الجيزة,78,اليوم
1464,لبس,14,الإسكندرية,93,اليوم
1465,علاج,8,الإسكندرية,46,اليوم
1466,علاج,2,القاهرة,80,غدا
1467,علاج,3,الأقصر,92,خلال أسبوع
1468,علاج,3,الإسكندرية,42,اليوم
1469,علاج,7,بورسعيد,80,اليوم
1470,علاج,6,القاهرة,73,اليوم
1471,علاج,3,طنطا,48,غدا
1472,علاج,2,الأقصر,40,اليوم
1473,علاج,6,الإسكندرية,100,خلال أسبوع
1474,أكل,11,الأقصر,97,اليوم
1475,لبس,9,الأقصر,52,غدا
1476,لبس,6,القاهرة,88,خلال أسبوع
1477,علاج,14,القاهرة,100,اليوم
1478,علاج,11,المنصورة,41,اليوم
1479,أكل,5,الجيزة,45,اليوم
1480,علاج,8,الجيزة,82,خلال أسبوع
1481,علاج,6,بورسعيد,100,اليوم
1482,علاج,11,بورسعيد,71,غدا
1483,لبس,8,بورسعيد,44,غدا
1484,لبس,8,بورسعيد,61,غدا
1485,أكل,5,المنصورة,100,اليوم
1486,علاج,7,الجيزة,61,خلال أسبوع
1487,علاج,13,الإسكندرية,78,غدا
1488,علاج,1,الإسكندرية,44,غدا
1489,أكل,4,الأقصر,93,اليوم
1490,علاج,1,طنطا,50,غدا
1491,علاج,10,أسوان,72,اليوم
1492,علاج,4,بورسعيد,85,خلال أسبوع
1493,علاج,14,القاهرة,54,غدا
1494,علاج,2,الإسكندرية,68,غدا
1495,علاج,12,أسوان,60,غدا
1496,لبس,13,الإسكندرية,45,خلال أسبوع
1497,علاج,3,الإسكندرية,42,خلال أسبوع
1498,علاج,11,أسوان,78,اليوم
1499,علاج,5,الأقصر,52,غدا
1500,علاج,5,الأقصر,56,اليوم
1501,علاج,13,طنطا,77,اليوم
1502,علاج,12,القاهرة,80,غدا
1503,علاج,3,المنصورة,65,خلال أسبوع
1504,لبس,3,المنصورة,72,اليوم
1505,علاج,15,أسوان,82,غدا
1506,علاج,15,بورسعيد,52,خلال أسبوع
1507,أكل,1,القاهرة,77,اليوم
1508,علاج,4,الإسكندرية,61,خلال أسبوع
1509,علاج,8,المنصورة,96,غدا
1510,لبس,9,الجيزة,47,غدا
1511,علاج,5,المنصورة,81,اليوم
1512,لبس,13,طنطا,80,اليوم
1513,علاج,5,طنطا,62,خلال أسبوع
1514,علاج,5,الجيزة,61,غدا
1515,علاج,4,أسوان,47,غدا
1516,علاج,6,الجيزة,92,خلال أسبوع
1517,علاج,14,المنصورة,65,خلال أسبوع
1518,لبس,12,أسوان,98,خلال أسبوع
1519,علاج,1,القاهرة,90,خلال أسبوع
1520,علاج,8,أسوان,49,اليوم
1521,علاج,5,الأقصر,80,اليوم
1522,علاج,3,الإسكندرية,96,اليوم
1523,علاج,5,أسوان,62,غدا
1524,لبس,14,الجيزة,69,خلال أسبوع
1525,علاج,7,طنطا,42,غدا
1526,علاج,15,طنطا,59,اليوم
1527,علاج,14,المنصورة,42,خلال أسبوع
1528,علاج,3,الإسكندرية,77,خلال أسبوع
1529,أكل,10,بورسعيد,63,خلال أسبوع
1530,علاج,4,الإسكندرية,50,خلال أسبوع
1531,أكل,2,الأقصر,76,غدا
1532,لبس,1,المنصورة,91,غدا
1533,علاج,10,أسوان,52,خلال أسبوع
1534,علاج,9,بورسعيد,82,خلال أسبوع
1535,علاج,8,القاهرة,43,غدا
1536,لبس,5,طنطا,67,غدا
1537,لبس,12,بورسعيد,67,خلال أسبوع
1538,علاج,11,الأقصر,53,خلال أسبوع
1539,علاج,15,القاهرة,97,خلال أسبوع
1540,لبس,6,الإسكندرية,61,خلال أسبوع
1541,علاج,8,الإسكندرية,64,غدا
1542,علاج,13,الإسكندرية,60,غدا
1543,علاج,4,الأقصر,85,غدا
1544,علاج,12,الإسكندرية,70,اليوم
1545,لبس,8,الإسكندرية,52,خلال أسبوع
1546,لبس,11,الأقصر,96,غدا
1547,أكل,1,أسوان,46,غدا
1548,علاج,7,الجيزة,74,اليوم
1549,علاج,3,طنطا,88,خلال أسبوع
1550,علاج,9,المنصورة,100,خلال أسبوع
1551,لبس,10,الجيزة,96,اليوم
1552,علاج,11,أسوان,45,خلال أسبوع
1553,علاج,6,طنطا,91,اليوم
1554,لبس,5,أسوان,94,خلال أسبوع
1555,علاج,11,بورسعيد,95,اليوم
1556,علاج,1,الجيزة,65,خلال أسبوع
1557,لبس,8,طنطا,77,اليوم
1558,علاج,8,المنصورة,78,اليوم
1559,علاج,13,القاهرة,45,خلال أسبوع
1560,أكل,2,طنطا,53,اليوم
1561,علاج,1,القاهرة,80,غدا
1562,أكل,6,الإسكندرية,53,اليوم
1563,علاج,11,بورسعيد,83,اليوم
1564,علاج,9,الإسكندرية,45,اليوم
1565,علاج,4,المنصورة,75,خلال أسبوع
1566,علاج,1,الجيزة,51,خلال أسبوع
1567,أكل,15,بورسعيد,46,خلال أسبوع
1568,علاج,6,طنطا,97,خلال أسبوع
1569,أكل,1,القاهرة,84,اليوم
1570,علاج,13,الجيزة,100,غدا
1571,علاج,14,الإسكندرية,100,غدا
1572,علاج,5,بورسعيد,90,خلال أسبوع
1573,لبس,15,الجيزة,60,غدا
1574,لبس,7,الجيزة,47,غدا
1575,علاج,12,المنصورة,40,اليوم
1576,علاج,3,القاهرة,94,غدا
1577,علاج,4,القاهرة,95,خلال أسبوع
1578,لبس,11,الجيزة,51,اليوم
1579,علاج,11,القاهرة,41,غدا
1580,علاج,3,الأقصر,84,اليوم
1581,علاج,11,أسوان,51,خلال أسبوع
1582,علاج,6,الإسكندرية,81,اليوم
1583,علاج,2,الجيزة,67,غدا
1584,علاج,5,الإسكندرية,73,خلال أسبوع
1585,علاج,8,القاهرة,46,خلال أسبوع
1586,علاج,9,الجيزة,47,غدا
1587,علاج,7,الإسكندرية,100,خلال أسبوع
1588,لبس,2,طنطا,52,خلال أسبوع
1589,علاج,7,المنصورة,54,اليوم
1590,أكل,10,الأقصر,45,غدا
1591,علاج,11,القاهرة,58,خلال أسبوع
1592,علاج,2,الأقصر,89,اليوم
1593,لبس,1,المنصورة,60,غدا
1594,لبس,9,أسوان,50,خلال أسبوع
1595,علاج,8,القاهرة,54,غدا
1596,علاج,8,المنصورة,43,خلال أسبوع
1597,علاج,12,بورسعيد,41,خلال أسبوع
1598,لبس,11,الأقصر,93,غدا
1599,علاج,6,المنصورة,85,اليوم
1600,علاج,8,الإسكندرية,69,خلال أسبوع
1601,علاج,15,الإسكندرية,75,اليوم
1602,أكل,14,بورسعيد,48,اليوم
1603,أكل,13,الإسكندرية,44,اليوم
1604,علاج,15,بورسعيد,94,غدا
1605,أكل,15,القاهرة,63,اليوم
1606,أكل,7,أسوان,44,اليوم
1607,علاج,12,الأقصر,94,غدا
1608,أكل,8,القاهرة,82,غدا
1609,لبس,13,المنصورة,76,غدا
1610,علاج,4,الجيزة,50,خلال أسبوع
1611,علاج,11,القاهرة,59,خلال أسبوع
1612,علاج,2,بورسعيد,74,خلال أسبوع
1613,علاج,1,الجيزة,46,غدا
1614,علاج,8,طنطا,69,غدا
1615,علاج,14,أسوان,48,خلال أسبوع
1616,علاج,1,الجيزة,70,اليوم
1617,أكل,8,طنطا,59,غدا
1618,علاج,13,القاهرة,48,اليوم
1619,علاج,1,الأقصر,85,غدا
1620,علاج,9,الإسكندرية,68,غدا
1621,لبس,14,بورسعيد,86,اليوم
1622,لبس,11,الإسكندرية,74,غدا
1623,علاج,8,بورسعيد,63,خلال أسبوع
1624,علاج,8,الإسكندرية,79,خلال أسبوع
1625,علاج,12,أسوان,84,غدا
1626,أكل,3,الأقصر,41,خلال أسبوع
1627,علاج,7,طنطا,52,خلال أسبوع
1628,لبس,13,طنطا,58,خلال أسبوع
1629,علاج,11,الإسكندرية,55,خلال أسبوع
1630,لبس,12,طنطا,90,خلال أسبوع
1631,علاج,4,الجيزة,75,خلال أسبوع
1632,علاج,8,طنطا,50,اليوم
1633,لبس,14,بورسعيد,93,اليوم
1634,علاج,11,الإسكندرية,43,اليوم
1635,علاج,4,الأقصر,89,اليوم
1636,علاج,15,الإسكندرية,45,غدا
1637,علاج,5,أسوان,51,غدا
1638,علاج,13,طنطا,51,اليوم
1639,علاج,1,الأقصر,57,غدا
1640,علاج,2,الأقصر,53,غدا
1641,أكل,2,الجيزة,69,غدا
1642,لبس,5,الأقصر,70,خلال أسبوع
1643,أكل,11,الأقصر,51,خلال أسبوع
1644,علاج,9,الجيزة,97,غدا
1645,علاج,2,الجيزة,98,غدا
1646,علاج,10,الإسكندرية,97,غدا
1647,لبس,3,المنصورة,51,غدا
1648,علاج,6,بورسعيد,81,خلال أسبوع
1649,علاج,6,الأقصر,63,اليوم
1650,علاج,6,الجيزة,56,غدا
1651,علاج,4,الأقصر,70,خلال أسبوع
1652,علاج,1,أسوان,69,خلال أسبوع
1653,لبس,12,بورسعيد,44,اليوم
1654,أكل,3,الأقصر,65,غدا
1655,علاج,9,طنطا,100,اليوم
1656,علاج,1,الجيزة,98,غدا
1657,أكل,7,طنطا,87,خلال أسبوع
1658,أكل,12,القاهرة,64,خلال أسبوع
1659,علاج,12,المنصورة,98,غدا
1660,علاج,13,الجيزة,73,غدا
1661,علاج,1,طنطا,61,اليوم
1662,لبس,8,الجيزة,62,خلال أسبوع
1663,أكل,15,الجيزة,60,اليوم
1664,علاج,2,طنطا,42,اليوم
1665,علاج,15,المنصورة,50,خلال أسبوع
1666,علاج,13,بورسعيد,80,اليوم
1667,أكل,9,طنطا,96,غدا
1668,علاج,10,الأقصر,49,غدا
1669,علاج,7,طنطا,79,خلال أسبوع
1670,علاج,15,الأقصر,50,اليوم
1671,أكل,5,الجيزة,57,غدا
1672,علاج,1,المنصورة,54,غدا
1673,علاج,14,طنطا,44,خلال أسبوع
1674,لبس,3,أسوان,87,خلال أسبوع
1675,لبس,8,أسوان,82,غدا
1676,علاج,15,المنصورة,84,خلال أسبوع
1677,علاج,4,القاهرة,61,غدا
1678,علاج,8,بورسعيد,64,غدا
1679,علاج,5,الأقصر,42,غدا
1680,علاج,5,الجيزة,60,اليوم
1681,علاج,1,بورسعيد,61,غدا
1682,علاج,9,أسوان,89,خلال أسبوع
1683,علاج,11,طنطا,67,خلال أسبوع
1684,علاج,4,أسوان,59,خلال أسبوع
1685,أكل,15,المنصورة,60,اليوم
1686,أكل,2,الأقصر,48,غدا
1687,علاج,7,الأقصر,93,خلال أسبوع
1688,علاج,1,الإسكندرية,94,خلال أسبوع
1689,لبس,1,أسوان,90,خلال أسبوع
1690,لبس,7,أسوان,55,غدا
1691,علاج,4,المنصورة,89,غدا
1692,لبس,1,المنصورة,86,خلال أسبوع
1693,لبس,8,بورسعيد,71,خلال أسبوع
1694,علاج,6,الإسكندرية,61,اليوم
1695,لبس,14,الأقصر,66,غدا
1696,أكل,2,المنصورة,91,خلال أسبوع
1697,علاج,10,الإسكندرية,79,غدا
1698,علاج,6,الإسكندرية,53,خلال أسبوع
1699,لبس,11,الإسكندرية,49,اليوم
1700,علاج,6,الأقصر,42,غدا
1701,علاج,5,الجيزة,61,خلال أسبوع
1702,علاج,5,الإسكندرية,66,خلال أسبوع
1703,علاج,15,أسوان,54,خلال أسبوع
1704,أكل,12,بورسعيد,83,خلال أسبوع
1705,علاج,4,أسوان,50,خلال أسبوع
1706,أكل,5,الإسكندرية,86,غدا
1707,أكل,5,القاهرة,72,غدا
1708,علاج,13,بورسعيد,53,غدا
1709,أكل,9,الإسكندرية,73,غدا
1710,علاج,9,الإسكندرية,81,غدا
1711,علاج,11,بورسعيد,84,خلال أسبوع
1712,أكل,12,الجيزة,70,اليوم
1713,علاج,4,أسوان,43,خلال أسبوع
1714,لبس,2,الأقصر,55,غدا
1715,أكل,11,الإسكندرية,83,غدا
1716,علاج,2,بورسعيد,70,خلال أسبوع
1717,علاج,3,الجيزة,42,خلال أسبوع
1718,علاج,12,طنطا,71,غدا
1719,علاج,14,طنطا,61,غدا
1720,لبس,6,الأقصر,61,خلال أسبوع
1721,لبس,15,الجيزة,79,غدا
1722,علاج,6,الجيزة,46,اليوم
1723,علاج,4,أسوان,63,اليوم
1724,علاج,10,الإسكندرية,52,خلال أسبوع
1725,علاج,15,الجيزة,53,غدا
1726,أكل,5,أسوان,61,خلال أسبوع
1727,أكل,3,طنطا,56,غدا
1728,علاج,1,طنطا,68,غدا
1729,لبس,11,الجيزة,87,غدا
1730,علاج,7,الإسكندرية,46,غدا
1731,علاج,12,الأقصر,82,اليوم
1732,علاج,8,بورسعيد,43,اليوم
1733,أكل,7,أسوان,92,غدا
1734,علاج,11,القاهرة,50,اليوم
1735,علاج,10,بورسعيد,69,غدا
1736,لبس,9,الإسكندرية,74,غدا
1737,علاج,15,الجيزة,77,خلال أسبوع
1738,لبس,14,أسوان,100,اليوم
1739,علاج,6,الجيزة,87,خلال أسبوع
1740,لبس,6,طنطا,82,غدا
1741,لبس,13,أسوان,49,اليوم
1742,أكل,5,الجيزة,63,غدا
1743,علاج,9,طنطا,71,خلال أسبوع
1744,لبس,8,القاهرة,90,اليوم
1745,علاج,13,المنصورة,78,خلال أسبوع
1746,أكل,15,الأقصر,64,غدا
1747,علاج,11,بورسعيد,67,غدا
1748,لبس,15,القاهرة,87,اليوم
1749,أكل,1,طنطا,82,اليوم
1750,علاج,1,المنصورة,55,غدا
1751,أكل,11,بورسعيد,46,غدا
1752,علاج,5,طنطا,87,غدا
1753,علاج,13,القاهرة,64,غدا
1754,لبس,14,الإسكندرية,71,غدا
1755,علاج,12,بورسعيد,95,غدا
1756,علاج,11,أسوان,98,اليوم
1757,أكل,7,طنطا,73,خلال أسبوع
1758,لبس,12,المنصورة,47,خلال أسبوع
1759,علاج,11,طنطا,45,غدا
1760,علاج,15,الأقصر,42,خلال أسبوع
1761,علاج,4,المنصورة,56,غدا
1762,لبس,10,أسوان,60,اليوم
1763,أكل,14,الجيزة,54,اليوم
1764,علاج,4,الإسكندرية,48,غدا
1765,علاج,3,أسوان,65,خلال أسبوع
1766,علاج,3,الجيزة,100,اليوم
1767,علاج,15,المنصورة,94,خلال أسبوع
1768,علاج,15,طنطا,77,غدا
1769,علاج,8,طنطا,87,اليوم
1770,علاج,15,المنصورة,43,غدا
1771,علاج,1,الأقصر,85,اليوم
1772,علاج,3,أسوان,92,خلال أسبوع
1773,علاج,5,الإسكندرية,55,اليوم
1774,علاج,5,طنطا,77,خلال أسبوع
1775,علاج,7,الإسكندرية,46,خلال أسبوع
1776,علاج,14,طنطا,55,غدا
1777,أكل,14,أسوان,82,غدا
1778,أكل,7,الإسكندرية,51,اليوم
1779,علاج,6,طنطا,70,اليوم
1780,لبس,8,المنصورة,63,غدا
1781,لبس,3,الأقصر,91,اليوم
1782,أكل,14,القاهرة,53,خلال أسبوع
1783,علاج,1,بورسعيد,88,اليوم
1784,علاج,12,المنصورة,59,خلال أسبوع
1785,علاج,13,أسوان,48,خلال أسبوع
1786,لبس,14,طنطا,45,اليوم
1787,علاج,13,الإسكندرية,40,اليوم
1788,علاج,14,طنطا,94,خلال أسبوع
1789,علاج,6,طنطا,48,خلال أسبوع
1790,لبس,4,الجيزة,85,اليوم
1791,علاج,9,الجيزة,69,غدا
1792,علاج,11,بورسعيد,67,غدا
1793,علاج,11,الأقصر,70,اليوم
1794,علاج,4,الإسكندرية,66,غدا
1795,لبس,6,القاهرة,52,اليوم
1796,علاج,1,الإسكندرية,82,خلال أسبوع
1797,أكل,14,بورسعيد,71,غدا
1798,علاج,12,بورسعيد,82,خلال أسبوع
1799,علاج,3,الأقصر,87,غدا
1800,علاج,12,أسوان,66,غدا
1801,علاج,6,القاهرة,92,خلال أسبوع
1802,لبس,7,المنصورة,75,اليوم
1803,علاج,12,طنطا,61,غدا
1804,لبس,13,الجيزة,72,غدا
1805,علاج,9,الجيزة,72,خلال أسبوع
1806,علاج,2,أسوان,47,غدا
1807,علاج,8,طنطا,57,خلال أسبوع
1808,علاج,12,الجيزة,66,غدا
1809,لبس,3,الإسكندرية,48,خلال أسبوع
1810,علاج,11,أسوان,82,غدا
1811,علاج,14,القاهرة,96,اليوم
1812,علاج,14,الأقصر,77,غدا
1813,علاج,14,الأقصر,87,غدا
1814,علاج,14,طنطا,44,خلال أسبوع
1815,علاج,14,طنطا,61,خلال أسبوع
1816,علاج,15,طنطا,85,خلال أسبوع
1817,لبس,10,أسوان,86,غدا
1818,علاج,4,الإسكندرية,100,اليوم
1819,علاج,12,أسوان,99,خلال أسبوع
1820,أكل,15,الجيزة,77,غدا
1821,علاج,8,القاهرة,66,غدا
1822,لبس,11,بورسعيد,66,اليوم
1823,علاج,9,القاهرة,99,غدا
1824,علاج,3,الإسكندرية,97,اليوم
1825,علاج,9,الجيزة,100,اليوم
1826,علاج,10,طنطا,65,غدا
1827,علاج,3,القاهرة,52,خلال أسبوع
1828,لبس,13,الأقصر,72,اليوم
1829,علاج,8,القاهرة,69,خلال أسبوع
1830,علاج,12,القاهرة,62,غدا
1831,علاج,13,الأقصر,93,اليوم
1832,علاج,8,القاهرة,60,خلال أسبوع
1833,علاج,10,بورسعيد,44,غدا
1834,علاج,1,أسوان,57,غدا
1835,علاج,8,بورسعيد,85,خلال أسبوع
1836,علاج,9,طنطا,74,اليوم
1837,لبس,4,الجيزة,48,خلال أسبوع
1838,علاج,3,أسوان,57,غدا
1839,علاج,1,المنصورة,73,غدا
1840,أكل,13,الأقصر,64,اليوم
1841,علاج,13,القاهرة,42,اليوم
1842,علاج,1,القاهرة,68,اليوم
1843,لبس,5,طنطا,68,خلال أسبوع
1844,لبس,12,المنصورة,58,اليوم
1845,علاج,14,القاهرة,75,خلال أسبوع
1846,علاج,2,أسوان,100,خلال أسبوع
1847,أكل,9,بورسعيد,49,اليوم
1848,لبس,5,أسوان,99,خلال أسبوع
1849,لبس,11,الإسكندرية,62,خلال أسبوع
1850,أكل,15,القاهرة,52,غدا
1851,علاج,1,الأقصر,50,خلال أسبوع
1852,أكل,14,الإسكندرية,60,خلال أسبوع
1853,علاج,12,الإسكندرية,86,خلال أسبوع
1854,علاج,9,المنصورة,83,غدا
1855,علاج,1,طنطا,93,اليوم
1856,علاج,6,الجيزة,97,غدا
1857,علاج,4,المنصورة,75,اليوم
1858,لبس,5,بورسعيد,41,خلال أسبوع
1859,علاج,7,بورسعيد,50,خلال أسبوع
1860,علاج,11,المنصورة,85,اليوم
1861,علاج,4,الإسكندرية,96,اليوم
1862,لبس,15,الأقصر,75,اليوم
1863,أكل,4,بورسعيد,92,اليوم
1864,علاج,7,القاهرة,61,غدا
1865,علاج,8,الجيزة,77,اليوم
1866,علاج,9,طنطا,88,اليوم
1867,علاج,9,المنصورة,60,غدا
1868,لبس,9,الإسكندرية,55,خلال أسبوع
1869,علاج,1,طنطا,68,غدا
1870,أكل,10,القاهرة,57,خلال أسبوع
1871,علاج,7,أسوان,61,غدا
1872,علاج,5,طنطا,70,غدا
1873,أكل,12,بورسعيد,60,اليوم
1874,علاج,6,المنصورة,86,غدا
1875,علاج,9,الإسكندرية,94,غدا
1876,علاج,11,طنطا,85,اليوم
1877,أكل,13,الجيزة,92,غدا
1878,علاج,8,بورسعيد,90,اليوم
1879,أكل,6,المنصورة,67,غدا
1880,علاج,1,أسوان,43,خلال أسبوع
1881,أكل,10,بورسعيد,72,خلال أسبوع
1882,علاج,4,الأقصر,67,خلال أسبوع
1883,علاج,13,الإسكندرية,60,خلال أسبوع
1884,علاج,15,الأقصر,87,خلال أسبوع
1885,علاج,12,بورسعيد,94,اليوم
1886,علاج,4,الأقصر,79,غدا
1887,لبس,8,القاهرة,61,اليوم
1888,علاج,8,الإسكندرية,65,اليوم
1889,أكل,14,بورسعيد,91,اليوم
1890,علاج,14,الإسكندرية,69,اليوم
1891,علاج,9,طنطا,89,اليوم
1892,علاج,15,طنطا,77,غدا
1893,علاج,7,الإسكندرية,100,اليوم
1894,أكل,4,أسوان,81,غدا
1895,علاج,13,الإسكندرية,66,خلال أسبوع
1896,علاج,15,أسوان,90,خلال أسبوع
1897,علاج,10,الأقصر,45,خلال أسبوع
1898,علاج,3,القاهرة,95,غدا
1899,علاج,11,الأقصر,95,خلال أسبوع
1900,لبس,5,أسوان,63,غدا
1901,علاج,3,أسوان,74,خلال أسبوع
1902,لبس,13,القاهرة,43,اليوم
1903,علاج,1,بورسعيد,97,اليوم
1904,علاج,8,أسوان,60,خلال أسبوع
1905,أكل,5,المنصورة,77,خلال أسبوع
1906,علاج,2,طنطا,93,خلال أسبوع
1907,علاج,11,الإسكندرية,45,اليوم
1908,لبس,1,طنطا,51,خلال أسبوع
1909,لبس,7,الأقصر,80,اليوم
1910,علاج,1,المنصورة,53,اليوم
1911,لبس,9,المنصورة,51,خلال أسبوع
1912,علاج,5,طنطا,69,خلال أسبوع
1913,علاج,2,طنطا,52,اليوم
1914,لبس,7,القاهرة,46,غدا
1915,علاج,15,الإسكندرية,72,اليوم
1916,علاج,15,طنطا,59,خلال أسبوع
1917,لبس,13,المنصورة,58,خلال أسبوع
1918,أكل,7,بورسعيد,56,خلال أسبوع
1919,علاج,1,بورسعيد,100,اليوم
1920,علاج,2,الإسكندرية,66,اليوم
1921,علاج,13,الإسكندرية,73,غدا
1922,لبس,2,الأقصر,88,اليوم
1923,لبس,8,الإسكندرية,49,اليوم
1924,أكل,13,الجيزة,80,اليوم
1925,علاج,7,الجيزة,42,خلال أسبوع
1926,علاج,1,القاهرة,51,غدا
1927,علاج,10,القاهرة,80,اليوم
1928,علاج,11,أسوان,52,خلال أسبوع
1929,أكل,15,طنطا,97,اليوم
1930,أكل,1,طنطا,64,خلال أسبوع
1931,علاج,5,أسوان,70,غدا
1932,علاج,6,الجيزة,95,اليوم
