request_id,need_type,needed_quantity,location_requester,urgency,age,family_members,is_family
1250,علاج,2,أسوان,منخفض,68,1,0
1251,لبس,2,أسوان,عاجل,17,1,0
1252,علاج,6,طنطا,متوسط,34,3,1
1253,علاج,6,طنطا,عاجل,41,3,1
1254,علاج,9,المنصورة,عاجل,25,5,1
1255,علاج,3,القاهرة,متوسط,34,1,0
1256,علاج,7,الجيزة,متوسط,6,4,1
1257,علاج,9,المنصورة,متوسط,64,5,1
1258,علاج,2,أسوان,عاجل,27,1,0
1259,علاج,9,الأقصر,منخفض,75,5,1
1260,أكل,9,الإسكندرية,متوسط,10,5,1
1261,علاج,2,أسوان,عاجل,37,1,0
1262,أكل,7,أسوان,منخفض,14,4,1
1263,أكل,2,المنصورة,منخفض,62,1,0
1264,لبس,10,القاهرة,متوسط,6,5,1
1265,علاج,6,الإسكندرية,متوسط,7,3,1
1266,لبس,1,الجيزة,منخفض,78,1,0
1267,علاج,5,الإسكندرية,عاجل,52,3,1
1268,علاج,3,طنطا,متوسط,37,1,0
1269,علاج,2,الأقصر,منخفض,56,1,0
1270,علاج,10,الإسكندرية,متوسط,13,5,1
1271,علاج,8,المنصورة,متوسط,61,4,1
1272,علاج,7,الجيزة,متوسط,48,4,1
1273,علاج,7,الجيزة,عاجل,66,4,1
1274,علاج,4,الإسكندرية,منخفض,68,2,1
1275,علاج,2,الأقصر,متوسط,56,1,0
1276,لبس,3,الإسكندرية,منخفض,39,1,0
1277,علاج,5,القاهرة,منخفض,10,3,1
1278,أكل,9,طنطا,منخفض,13,5,1
1279,علاج,10,الأقصر,متوسط,33,5,1
1280,علاج,1,الجيزة,منخفض,60,1,0
1281,علاج,1,الجيزة,متوسط,39,1,0
1282,علاج,8,المنصورة,منخفض,34,4,1
1283,علاج,3,الجيزة,منخفض,78,1,0
1284,أكل,7,بورسعيد,عاجل,51,4,1
1285,علاج,8,المنصورة,منخفض,52,4,1
1286,علاج,8,الأقصر,منخفض,79,4,1
1287,علاج,7,الأقصر,عاجل,17,4,1
1288,علاج,2,القاهرة,منخفض,25,1,0
1289,علاج,3,بورسعيد,متوسط,69,1,0
1290,لبس,8,الإسكندرية,متوسط,55,4,1
1291,علاج,3,الأقصر,متوسط,61,1,0
1292,علاج,4,بورسعيد,متوسط,73,2,1
1293,لبس,1,الجيزة,منخفض,56,1,0
1294,علاج,10,الأقصر,عاجل,63,5,1
1295,علاج,10,المنصورة,عاجل,8,5,1
1296,علاج,10,أسوان,منخفض,9,5,1
1297,علاج,8,الجيزة,منخفض,80,4,1
1298,علاج,7,القاهرة,عاجل,37,4,1
1299,علاج,6,المنصورة,عاجل,65,3,1
1300,علاج,6,المنصورة,عاجل,38,3,1
1301,علاج,7,أسوان,متوسط,21,4,1
1302,لبس,2,المنصورة,عاجل,23,1,0
1303,علاج,8,الجيزة,متوسط,64,4,1
1304,علاج,9,القاهرة,عاجل,46,5,1
1305,علاج,3,الأقصر,منخفض,5,1,0
1306,علاج,2,بورسعيد,عاجل,72,1,0
1307,لبس,6,أسوان,عاجل,72,3,1
1308,علاج,9,الجيزة,منخفض,7,5,1
1309,أكل,2,الجيزة,منخفض,6,1,0
1310,علاج,2,بورسعيد,متوسط,21,1,0
1311,علاج,8,المنصورة,منخفض,13,4,1
1312,لبس,6,الإسكندرية,عاجل,26,3,1
1313,أكل,4,المنصورة,متوسط,37,2,1
1314,أكل,5,أسوان,منخفض,54,3,1
1315,علاج,4,الإسكندرية,منخفض,54,2,1
1316,علاج,7,طنطا,متوسط,67,4,1
1317,أكل,8,الإسكندرية,عاجل,67,4,1
1318,لبس,6,طنطا,عاجل,56,3,1
1319,أكل,3,القاهرة,منخفض,67,1,0
1320,علاج,9,الأقصر,منخفض,41,5,1
1321,لبس,9,الإسكندرية,منخفض,52,5,1
1322,علاج,9,المنصورة,منخفض,45,5,1
1323,علاج,5,الجيزة,عاجل,69,3,1
1324,علاج,3,الأقصر,عاجل,12,1,0
1325,لبس,9,أسوان,منخفض,21,5,1
1326,علاج,10,الأقصر,عاجل,39,5,1
1327,علاج,2,القاهرة,متوسط,34,1,0
1328,لبس,2,القاهرة,منخفض,16,1,0
1329,علاج,1,المنصورة,متوسط,31,1,0
1330,علاج,9,بورسعيد,متوسط,39,5,1
1331,علاج,10,الإسكندرية,منخفض,49,5,1
1332,علاج,2,أسوان,منخفض,75,1,0
1333,علاج,2,الإسكندرية,منخفض,55,1,0
1334,أكل,1,المنصورة,متوسط,61,1,0
1335,أكل,6,طنطا,منخفض,72,3,1
1336,لبس,10,المنصورة,منخفض,55,5,1
1337,علاج,7,الإسكندرية,عاجل,65,4,1
1338,علاج,8,الإسكندرية,منخفض,66,4,1
1339,علاج,4,المنصورة,متوسط,5,2,1
1340,علاج,6,الجيزة,منخفض,53,3,1
1341,لبس,10,الأقصر,عاجل,67,5,1
1342,لبس,5,أسوان,متوسط,38,3,1
1343,علاج,3,طنطا,متوسط,40,1,0
1344,علاج,8,القاهرة,عاجل,71,4,1
1345,أكل,7,المنصورة,متوسط,40,4,1
1346,لبس,7,المنصورة,منخفض,78,4,1
1347,علاج,8,الجيزة,منخفض,58,4,1
1348,لبس,2,طنطا,متوسط,30,1,0
1349,علاج,1,المنصورة,منخفض,36,1,0
1350,علاج,1,الأقصر,منخفض,16,1,0
1351,أكل,4,القاهرة,منخفض,67,2,1
1352,علاج,1,الجيزة,متوسط,69,1,0
1353,لبس,4,أسوان,منخفض,75,2,1
1354,علاج,10,أسوان,متوسط,76,5,1
1355,أكل,6,طنطا,عاجل,54,3,1
1356,لبس,7,الأقصر,متوسط,15,4,1
1357,علاج,5,الإسكندرية,عاجل,33,3,1
1358,لبس,7,الإسكندرية,عاجل,79,4,1
1359,أكل,1,الأقصر,متوسط,13,1,0
1360,علاج,6,الأقصر,متوسط,16,3,1
1361,علاج,10,بورسعيد,متوسط,66,5,1
1362,أكل,5,القاهرة,متوسط,60,3,1
1363,أكل,8,القاهرة,متوسط,30,4,1
1364,علاج,10,الجيزة,عاجل,72,5,1
1365,لبس,10,القاهرة,منخفض,11,5,1
1366,علاج,3,أسوان,منخفض,22,1,0
1367,علاج,9,المنصورة,عاجل,1,5,1
1368,لبس,3,بورسعيد,عاجل,62,1,0
1369,لبس,7,طنطا,منخفض,28,4,1
1370,لبس,1,الإسكندرية,منخفض,69,1,0
1371,لبس,2,طنطا,منخفض,16,1,0
1372,علاج,5,طنطا,عاجل,79,3,1
1373,علاج,6,الأقصر,منخفض,58,3,1
1374,علاج,6,أسوان,عاجل,59,3,1
1375,أكل,3,القاهرة,منخفض,61,1,0
1376,علاج,3,طنطا,متوسط,63,1,0
1377,أكل,2,القاهرة,منخفض,57,1,0
1378,لبس,7,أسوان,متوسط,23,4,1
1379,أكل,8,أسوان,عاجل,57,4,1
1380,علاج,1,الأقصر,منخفض,46,1,0
1381,علاج,5,بورسعيد,عاجل,64,3,1
1382,لبس,8,بورسعيد,عاجل,26,4,1
1383,أكل,5,الإسكندرية,عاجل,71,3,1
1384,علاج,10,الإسكندرية,عاجل,76,5,1
1385,أكل,3,الأقصر,منخفض,30,1,0
1386,لبس,4,القاهرة,منخفض,69,2,1
1387,علاج,9,المنصورة,عاجل,55,5,1
1388,علاج,1,أسوان,منخفض,53,1,0
1389,علاج,9,المنصورة,متوسط,47,5,1
1390,علاج,4,القاهرة,متوسط,54,2,1
1391,لبس,1,طنطا,عاجل,43,1,0
1392,أكل,4,طنطا,عاجل,32,2,1
1393,لبس,5,الجيزة,منخفض,13,3,1
1394,علاج,1,أسوان,متوسط,32,1,0
1395,علاج,6,الإسكندرية,متوسط,67,3,1
1396,علاج,10,المنصورة,عاجل,58,5,1
1397,أكل,1,بورسعيد,متوسط,41,1,0
1398,علاج,1,المنصورة,عاجل,39,1,0
1399,علاج,2,الجيزة,متوسط,8,1,0
1400,لبس,7,القاهرة,متوسط,80,4,1
1401,علاج,10,القاهرة,متوسط,50,5,1
1402,علاج,10,الجيزة,متوسط,4,5,1
1403,لبس,10,بورسعيد,عاجل,14,5,1
1404,علاج,2,بورسعيد,متوسط,17,1,0
1405,لبس,6,طنطا,منخفض,80,3,1
1406,علاج,3,القاهرة,عاجل,17,1,0
1407,علاج,9,بورسعيد,منخفض,75,5,1
1408,علاج,8,الأقصر,منخفض,44,4,1
1409,أكل,9,الإسكندرية,عاجل,31,5,1
1410,أكل,7,أسوان,عاجل,26,4,1
1411,أكل,6,بورسعيد,متوسط,61,3,1
1412,علاج,10,أسوان,منخفض,73,5,1
1413,لبس,7,أسوان,متوسط,14,4,1
1414,علاج,4,القاهرة,متوسط,29,2,1
1415,علاج,10,بورسعيد,عاجل,62,5,1
1416,علاج,7,بورسعيد,متوسط,24,4,1
1417,أكل,2,أسوان,عاجل,72,1,0
1418,لبس,8,بورسعيد,منخفض,75,4,1
1419,أكل,4,بورسعيد,متوسط,23,2,1
1420,علاج,3,أسوان,منخفض,32,1,0
1421,أكل,3,المنصورة,عاجل,3,1,0
1422,علاج,2,أسوان,عاجل,40,1,0
1423,لبس,6,الإسكندرية,منخفض,80,3,1
1424,أكل,2,الإسكندرية,عاجل,25,1,0
1425,علاج,6,أسوان,منخفض,55,3,1
1426,أكل,10,بورسعيد,منخفض,38,5,1
1427,علاج,1,الأقصر,متوسط,66,1,0
1428,علاج,2,الجيزة,منخفض,79,1,0
1429,علاج,7,القاهرة,متوسط,67,4,1
1430,لبس,6,المنصورة,منخفض,64,3,1
1431,علاج,7,القاهرة,عاجل,29,4,1
1432,علاج,7,بورسعيد,متوسط,55,4,1
1433,علاج,6,الأقصر,منخفض,11,3,1
1434,لبس,8,أسوان,عاجل,75,4,1
1435,علاج,10,أسوان,متوسط,58,5,1
1436,علاج,6,المنصورة,متوسط,35,3,1
1437,علاج,8,بورسعيد,متوسط,10,4,1
1438,لبس,9,الجيزة,متوسط,30,5,1
1439,أكل,6,القاهرة,منخفض,26,3,1
1440,علاج,6,الأقصر,متوسط,36,3,1
1441,علاج,3,الجيزة,عاجل,39,1,0
1442,علاج,7,القاهرة,منخفض,66,4,1
1443,علاج,4,بورسعيد,متوسط,30,2,1
1444,علاج,8,المنصورة,متوسط,11,4,1
1445,علاج,7,بورسعيد,منخفض,58,4,1
1446,لبس,3,الإسكندرية,متوسط,2,1,0
1447,لبس,6,بورسعيد,متوسط,55,3,1
1448,علاج,9,الأقصر,متوسط,76,5,1
1449,أكل,3,الإسكندرية,متوسط,73,1,0
1450,علاج,10,طنطا,متوسط,27,5,1
1451,علاج,7,بورسعيد,متوسط,14,4,1
1452,علاج,5,الجيزة,عاجل,14,3,1
1453,علاج,1,المنصورة,عاجل,24,1,0
1454,علاج,5,بورسعيد,متوسط,38,3,1
1455,أكل,8,القاهرة,متوسط,67,4,1
1456,لبس,7,طنطا,عاجل,15,4,1
1457,علاج,8,الجيزة,متوسط,27,4,1
1458,لبس,7,المنصورة,عاجل,78,4,1
1459,علاج,4,المنصورة,متوسط,26,2,1
1460,علاج,2,القاهرة,منخفض,32,1,0
1461,علاج,8,المنصورة,متوسط,74,4,1
1462,أكل,5,المنصورة,متوسط,39,3,1
1463,علاج,7,بورسعيد,عاجل,80,4,1
1464,علاج,7,الإسكندرية,منخفض,73,4,1
1465,علاج,1,بورسعيد,عاجل,36,1,0
1466,لبس,2,بورسعيد,متوسط,53,1,0
1467,لبس,2,الجيزة,منخفض,42,1,0
1468,علاج,5,بورسعيد,منخفض,6,3,1
1469,أكل,8,طنطا,متوسط,52,4,1
1470,أكل,1,الأقصر,عاجل,18,1,0
1471,علاج,8,الأقصر,متوسط,9,4,1
1472,علاج,4,الجيزة,عاجل,61,2,1
1473,علاج,1,الجيزة,عاجل,38,1,0
1474,علاج,7,الإسكندرية,عاجل,2,4,1
1475,علاج,8,أسوان,عاجل,28,4,1
1476,علاج,9,بورسعيد,متوسط,7,5,1
1477,علاج,2,طنطا,منخفض,40,1,0
1478,علاج,1,القاهرة,متوسط,26,1,0
1479,علاج,4,الجيزة,عاجل,54,2,1
1480,لبس,4,الجيزة,عاجل,13,2,1
1481,علاج,3,القاهرة,متوسط,66,1,0
1482,لبس,9,بورسعيد,منخفض,27,5,1
1483,علاج,2,بورسعيد,عاجل,14,1,0
1484,علاج,1,طنطا,منخفض,41,1,0
1485,علاج,8,بورسعيد,عاجل,36,4,1
1486,لبس,1,الجيزة,عاجل,53,1,0
1487,علاج,2,الإسكندرية,متوسط,13,1,0
1488,علاج,7,الإسكندرية,متوسط,23,4,1
1489,لبس,8,الجيزة,متوسط,3,4,1
1490,علاج,7,بورسعيد,منخفض,76,4,1
1491,علاج,1,الجيزة,متوسط,31,1,0
1492,علاج,10,الجيزة,عاجل,18,5,1
1493,لبس,4,الإسكندرية,متوسط,27,2,1
1494,علاج,10,المنصورة,منخفض,43,5,1
1495,لبس,1,طنطا,منخفض,37,1,0
1496,علاج,6,أسوان,عاجل,27,3,1
1497,علاج,4,بورسعيد,منخفض,49,2,1
1498,علاج,8,القاهرة,متوسط,63,4,1
1499,أكل,3,بورسعيد,عاجل,12,1,0
1500,علاج,4,بورسعيد,منخفض,11,2,1
1501,علاج,5,الإسكندرية,منخفض,26,3,1
1502,علاج,10,بورسعيد,متوسط,37,5,1
1503,علاج,4,الأقصر,متوسط,11,2,1
1504,علاج,3,المنصورة,متوسط,55,1,0
1505,علاج,7,الإسكندرية,متوسط,3,4,1
1506,أكل,5,الإسكندرية,منخفض,23,3,1
1507,علاج,5,المنصورة,متوسط,49,3,1
1508,علاج,2,أسوان,عاجل,61,1,0
1509,علاج,1,القاهرة,منخفض,48,1,0
1510,علاج,7,أسوان,متوسط,63,4,1
1511,علاج,2,طنطا,عاجل,16,1,0
1512,علاج,4,طنطا,متوسط,45,2,1
1513,علاج,6,القاهرة,متوسط,50,3,1
1514,علاج,4,المنصورة,متوسط,47,2,1
1515,علاج,1,الإسكندرية,متوسط,78,1,0
1516,علاج,5,بورسعيد,منخفض,75,3,1
1517,أكل,2,الأقصر,منخفض,50,1,0
1518,علاج,2,بورسعيد,متوسط,22,1,0
1519,علاج,5,طنطا,متوسط,40,3,1
1520,علاج,2,الجيزة,متوسط,74,1,0
1521,لبس,4,طنطا,متوسط,40,2,1
1522,علاج,1,الجيزة,عاجل,54,1,0
1523,علاج,5,طنطا,عاجل,23,3,1
1524,علاج,3,بورسعيد,متوسط,24,1,0
1525,علاج,10,بورسعيد,متوسط,26,5,1
1526,علاج,4,الأقصر,متوسط,57,2,1
1527,أكل,3,الجيزة,منخفض,11,1,0
1528,لبس,2,أسوان,عاجل,75,1,0
1529,علاج,2,القاهرة,عاجل,35,1,0
1530,علاج,1,الجيزة,عاجل,67,1,0
1531,علاج,9,الأقصر,متوسط,61,5,1
1532,علاج,6,أسوان,منخفض,44,3,1
1533,لبس,7,طنطا,منخفض,8,4,1
1534,أكل,1,المنصورة,منخفض,52,1,0
1535,أكل,10,الجيزة,متوسط,36,5,1
1536,لبس,8,المنصورة,منخفض,53,4,1
1537,أكل,6,القاهرة,منخفض,47,3,1
1538,لبس,8,بورسعيد,متوسط,63,4,1
1539,علاج,2,أسوان,متوسط,61,1,0
1540,أكل,7,الأقصر,منخفض,25,4,1
1541,علاج,10,القاهرة,عاجل,64,5,1
1542,علاج,9,المنصورة,عاجل,58,5,1
1543,علاج,9,بورسعيد,عاجل,28,5,1
1544,علاج,2,الجيزة,متوسط,4,1,0
1545,علاج,5,الأقصر,منخفض,33,3,1
1546,علاج,2,الإسكندرية,منخفض,63,1,0
1547,لبس,4,الجيزة,متوسط,44,2,1
1548,علاج,7,طنطا,عاجل,29,4,1
1549,لبس,2,الأقصر,متوسط,44,1,0
1550,علاج,2,أسوان,عاجل,41,1,0
1551,علاج,1,الأقصر,عاجل,76,1,0
1552,علاج,7,أسوان,متوسط,17,4,1
1553,علاج,10,طنطا,متوسط,51,5,1
1554,علاج,6,الإسكندرية,متوسط,29,3,1
1555,علاج,3,الإسكندرية,متوسط,5,1,0
1556,لبس,9,الجيزة,متوسط,74,5,1
1557,علاج,8,الأقصر,منخفض,49,4,1
1558,علاج,4,بورسعيد,منخفض,7,2,1
1559,علاج,7,بورسعيد,منخفض,21,4,1
1560,علاج,6,طنطا,منخفض,61,3,1
1561,علاج,2,الأقصر,متوسط,25,1,0
1562,علاج,2,الإسكندرية,متوسط,75,1,0
1563,لبس,8,الإسكندرية,منخفض,18,4,1
1564,علاج,5,الإسكندرية,متوسط,28,3,1
1565,علاج,1,أسوان,متوسط,74,1,0
1566,علاج,7,طنطا,منخفض,22,4,1
1567,لبس,8,الإسكندرية,عاجل,16,4,1
1568,لبس,10,طنطا,عاجل,52,5,1
1569,أكل,4,طنطا,متوسط,39,2,1
1570,علاج,7,الجيزة,متوسط,49,4,1
1571,علاج,8,أسوان,عاجل,16,4,1
1572,أكل,8,بورسعيد,عاجل,76,4,1
1573,علاج,5,الجيزة,منخفض,24,3,1
1574,علاج,7,الأقصر,متوسط,17,4,1
1575,أكل,9,الإسكندرية,متوسط,3,5,1
1576,علاج,9,الأقصر,عاجل,67,5,1
1577,علاج,2,أسوان,منخفض,16,1,0
1578,علاج,3,القاهرة,منخفض,58,1,0
1579,أكل,3,بورسعيد,منخفض,21,1,0
1580,لبس,1,الجيزة,متوسط,65,1,0
1581,علاج,3,المنصورة,منخفض,1,1,0
1582,أكل,9,الجيزة,منخفض,69,5,1
1583,علاج,8,أسوان,منخفض,46,4,1
1584,علاج,4,أسوان,منخفض,6,2,1
1585,علاج,3,الأقصر,متوسط,18,1,0
1586,علاج,10,أسوان,متوسط,17,5,1
1587,علاج,2,الأقصر,منخفض,49,1,0
1588,علاج,8,الجيزة,متوسط,55,4,1
1589,علاج,4,الجيزة,منخفض,35,2,1
1590,علاج,4,أسوان,منخفض,66,2,1
1591,علاج,3,أسوان,متوسط,49,1,0
1592,علاج,2,الأقصر,عاجل,69,1,0
1593,علاج,7,الجيزة,متوسط,12,4,1
1594,لبس,3,بورسعيد,متوسط,2,1,0
1595,علاج,7,الجيزة,عاجل,23,4,1
1596,لبس,10,المنصورة,عاجل,68,5,1
1597,علاج,5,الأقصر,منخفض,13,3,1
1598,لبس,7,الإسكندرية,متوسط,69,4,1
1599,علاج,8,الإسكندرية,متوسط,2,4,1
1600,علاج,3,الإسكندرية,عاجل,49,1,0
1601,لبس,1,أسوان,متوسط,32,1,0
1602,علاج,8,الإسكندرية,متوسط,46,4,1
1603,لبس,5,طنطا,منخفض,30,3,1
1604,أكل,5,طنطا,منخفض,12,3,1
1605,أكل,4,الجيزة,عاجل,74,2,1
1606,علاج,5,المنصورة,عاجل,55,3,1
1607,علاج,3,المنصورة,متوسط,66,1,0
1608,علاج,2,طنطا,عاجل,79,1,0
1609,أكل,7,أسوان,عاجل,68,4,1
1610,أكل,10,الأقصر,عاجل,68,5,1
1611,أكل,6,الإسكندرية,منخفض,46,3,1
1612,علاج,7,الإسكندرية,متوسط,15,4,1
1613,علاج,9,الجيزة,متوسط,39,5,1
1614,لبس,4,القاهرة,متوسط,73,2,1
1615,لبس,9,القاهرة,متوسط,80,5,1
1616,لبس,1,المنصورة,متوسط,39,1,0
1617,أكل,6,الإسكندرية,متوسط,46,3,1
1618,علاج,8,بورسعيد,عاجل,68,4,1
1619,علاج,2,المنصورة,عاجل,20,1,0
1620,علاج,8,طنطا,متوسط,39,4,1
1621,علاج,9,الأقصر,عاجل,57,5,1
1622,علاج,3,أسوان,متوسط,56,1,0
1623,علاج,4,الجيزة,عاجل,37,2,1
1624,علاج,7,طنطا,عاجل,21,4,1
1625,علاج,5,الجيزة,متوسط,63,3,1
1626,علاج,3,أسوان,متوسط,65,1,0
1627,علاج,3,الجيزة,متوسط,3,1,0
1628,لبس,9,القاهرة,منخفض,31,5,1
1629,لبس,7,القاهرة,متوسط,62,4,1
1630,علاج,2,طنطا,عاجل,80,1,0
1631,علاج,3,بورسعيد,متوسط,15,1,0
1632,علاج,7,بورسعيد,متوسط,14,4,1
1633,علاج,10,الإسكندرية,عاجل,76,5,1
1634,علاج,4,الجيزة,عاجل,52,2,1
1635,علاج,3,طنطا,عاجل,79,1,0
1636,أكل,7,القاهرة,منخفض,40,4,1
1637,علاج,4,أسوان,متوسط,62,2,1
1638,علاج,1,الأقصر,عاجل,35,1,0
1639,لبس,7,بورسعيد,متوسط,7,4,1
1640,أكل,1,أسوان,عاجل,37,1,0
1641,علاج,2,طنطا,عاجل,33,1,0
1642,لبس,5,الجيزة,عاجل,2,3,1
1643,علاج,6,أسوان,متوسط,47,3,1
1644,علاج,10,أسوان,عاجل,36,5,1
1645,علاج,2,الجيزة,عاجل,78,1,0
1646,علاج,4,بورسعيد,منخفض,58,2,1
1647,علاج,10,أسوان,متوسط,61,5,1
1648,علاج,3,القاهرة,عاجل,25,1,0
1649,علاج,5,أسوان,متوسط,58,3,1
1650,أكل,7,الجيزة,متوسط,54,4,1
1651,أكل,3,الأقصر,منخفض,17,1,0
1652,علاج,1,بورسعيد,منخفض,51,1,0
1653,علاج,9,الجيزة,عاجل,57,5,1
1654,علاج,7,طنطا,منخفض,35,4,1
1655,أكل,3,بورسعيد,منخفض,2,1,0
1656,علاج,9,الأقصر,متوسط,29,5,1
1657,لبس,9,الجيزة,عاجل,29,5,1
1658,علاج,5,القاهرة,متوسط,19,3,1
1659,لبس,1,بورسعيد,عاجل,69,1,0
1660,علاج,6,أسوان,متوسط,11,3,1
1661,لبس,3,طنطا,متوسط,38,1,0
1662,علاج,1,أسوان,عاجل,36,1,0
1663,أكل,9,الجيزة,منخفض,49,5,1
1664,علاج,10,بورسعيد,متوسط,29,5,1
1665,علاج,10,المنصورة,عاجل,58,5,1
1666,علاج,7,أسوان,عاجل,62,4,1
1667,علاج,8,الإسكندرية,عاجل,25,4,1
1668,علاج,3,الأقصر,عاجل,40,1,0
1669,علاج,10,بورسعيد,عاجل,19,5,1
1670,علاج,8,طنطا,عاجل,68,4,1
1671,أكل,10,الجيزة,متوسط,50,5,1
1672,أكل,1,الإسكندرية,عاجل,11,1,0
1673,علاج,10,القاهرة,عاجل,14,5,1
1674,لبس,2,بورسعيد,عاجل,62,1,0
1675,علاج,5,أسوان,متوسط,20,3,1
1676,علاج,5,الجيزة,عاجل,6,3,1
1677,لبس,2,طنطا,متوسط,1,1,0
1678,علاج,7,طنطا,عاجل,46,4,1
1679,علاج,7,الجيزة,منخفض,22,4,1
1680,أكل,5,أسوان,عاجل,79,3,1
1681,لبس,2,القاهرة,منخفض,20,1,0
1682,علاج,6,الإسكندرية,منخفض,55,3,1
1683,علاج,5,الأقصر,متوسط,14,3,1
1684,علاج,6,الأقصر,متوسط,10,3,1
1685,علاج,3,أسوان,عاجل,50,1,0
1686,علاج,2,الجيزة,منخفض,55,1,0
1687,علاج,2,أسوان,عاجل,24,1,0
1688,لبس,8,طنطا,منخفض,53,4,1
1689,لبس,3,بورسعيد,متوسط,54,1,0
1690,علاج,9,المنصورة,منخفض,69,5,1
1691,أكل,10,طنطا,منخفض,74,5,1
1692,علاج,2,بورسعيد,متوسط,1,1,0
1693,لبس,9,المنصورة,عاجل,15,5,1
1694,لبس,3,الأقصر,متوسط,19,1,0
1695,علاج,4,بورسعيد,عاجل,18,2,1
1696,علاج,3,طنطا,منخفض,4,1,0
1697,لبس,1,الجيزة,منخفض,75,1,0
1698,علاج,3,القاهرة,عاجل,47,1,0
1699,علاج,2,القاهرة,منخفض,54,1,0
1700,علاج,3,الأقصر,متوسط,53,1,0
1701,علاج,1,الإسكندرية,عاجل,20,1,0
1702,أكل,10,الإسكندرية,منخفض,21,5,1
1703,علاج,8,الأقصر,منخفض,65,4,1
1704,علاج,7,طنطا,متوسط,12,4,1
1705,علاج,4,طنطا,منخفض,8,2,1
1706,علاج,9,الجيزة,منخفض,60,5,1
1707,علاج,7,طنطا,عاجل,7,4,1
1708,علاج,4,الأقصر,عاجل,14,2,1
1709,علاج,6,القاهرة,عاجل,37,3,1
1710,أكل,2,الأقصر,منخفض,2,1,0
1711,علاج,4,القاهرة,متوسط,35,2,1
1712,علاج,1,القاهرة,عاجل,7,1,0
1713,لبس,1,أسوان,متوسط,51,1,0
1714,لبس,7,أسوان,عاجل,13,4,1
1715,علاج,9,الجيزة,منخفض,20,5,1
1716,علاج,8,القاهرة,متوسط,21,4,1
1717,علاج,2,الجيزة,منخفض,30,1,0
1718,علاج,3,الإسكندرية,منخفض,67,1,0
1719,علاج,9,أسوان,متوسط,17,5,1
1720,لبس,10,أسوان,عاجل,50,5,1
1721,علاج,10,الجيزة,عاجل,73,5,1
1722,أكل,1,الإسكندرية,متوسط,71,1,0
1723,أكل,8,أسوان,عاجل,38,4,1
1724,لبس,10,القاهرة,متوسط,12,5,1
1725,علاج,8,الأقصر,منخفض,33,4,1
1726,علاج,2,المنصورة,عاجل,47,1,0
1727,علاج,10,الإسكندرية,متوسط,47,5,1
1728,لبس,6,الجيزة,منخفض,53,3,1
1729,لبس,1,القاهرة,منخفض,32,1,0
1730,أكل,3,الجيزة,منخفض,49,1,0
1731,علاج,2,بورسعيد,متوسط,60,1,0
1732,لبس,8,المنصورة,منخفض,69,4,1
1733,أكل,3,الجيزة,متوسط,56,1,0
1734,لبس,2,أسوان,متوسط,78,1,0
1735,علاج,8,الجيزة,متوسط,59,4,1
1736,علاج,8,الإسكندرية,منخفض,28,4,1
1737,أكل,10,القاهرة,عاجل,47,5,1
1738,علاج,1,بورسعيد,عاجل,55,1,0
1739,علاج,3,الجيزة,عاجل,9,1,0
1740,أكل,5,المنصورة,متوسط,68,3,1
1741,لبس,3,أسوان,عاجل,55,1,0
1742,علاج,4,أسوان,متوسط,62,2,1
1743,علاج,3,طنطا,متوسط,74,1,0
1744,علاج,10,بورسعيد,متوسط,75,5,1
1745,لبس,6,القاهرة,عاجل,59,3,1
1746,لبس,2,طنطا,متوسط,67,1,0
1747,علاج,3,المنصورة,منخفض,75,1,0
1748,علاج,4,طنطا,منخفض,70,2,1
1749,علاج,4,أسوان,عاجل,25,2,1
1750,أكل,6,أسوان,عاجل,39,3,1
1751,أكل,8,المنصورة,منخفض,53,4,1
1752,علاج,7,أسوان,عاجل,23,4,1
1753,لبس,3,الأقصر,منخفض,56,1,0
1754,علاج,7,الأقصر,منخفض,80,4,1
1755,أكل,2,القاهرة,منخفض,53,1,0
1756,علاج,10,الجيزة,منخفض,57,5,1
1757,أكل,5,طنطا,عاجل,29,3,1
1758,علاج,2,بورسعيد,متوسط,16,1,0
1759,علاج,7,القاهرة,متوسط,29,4,1
1760,لبس,5,الأقصر,متوسط,31,3,1
1761,أكل,1,القاهرة,عاجل,48,1,0
1762,علاج,6,أسوان,عاجل,74,3,1
1763,علاج,7,بورسعيد,منخفض,51,4,1
1764,علاج,3,طنطا,منخفض,23,1,0
1765,علاج,3,الأقصر,متوسط,13,1,0
1766,علاج,2,طنطا,منخفض,34,1,0
1767,لبس,4,الجيزة,متوسط,4,2,1
1768,علاج,10,الإسكندرية,عاجل,80,5,1
1769,أكل,10,طنطا,عاجل,17,5,1
1770,علاج,6,الإسكندرية,عاجل,29,3,1
1771,علاج,4,طنطا,متوسط,7,2,1
1772,علاج,1,الجيزة,عاجل,59,1,0
1773,أكل,3,الأقصر,منخفض,24,1,0
1774,علاج,6,القاهرة,متوسط,13,3,1
1775,علاج,2,المنصورة,منخفض,10,1,0
1776,علاج,7,أسوان,منخفض,58,4,1
1777,لبس,1,الإسكندرية,منخفض,73,1,0
1778,أكل,2,أسوان,متوسط,62,1,0
1779,علاج,1,القاهرة,منخفض,33,1,0
1780,علاج,1,القاهرة,منخفض,66,1,0
1781,لبس,2,بورسعيد,عاجل,42,1,0
1782,أكل,3,الأقصر,متوسط,62,1,0
1783,لبس,9,الأقصر,متوسط,64,5,1
